PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPUNAVAILREASON,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10007150,10007150,CHEMISTRY_BSC_F107,1,0,35,75,13,CAH07-02-01,85,35,10,5,0,45
10007150,10007150,CHEMISTRY_MCHEM_F109,1,0,35,75,13,CAH07-02-01,85,35,10,5,0,45
10007150,10007150,CLASARCST-COMPLIT_BA_QQ28,1,0,30,70,13,CAH19-03-09,85,25,5,5,5,55
10007150,10007150,CLASARCST-COMPLIT_BA_QQ28,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,CLASARCST-COMPLIT_BA_QQ28,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CLASARCST-FIL_BA_QW86,1,1,30,70,13,CAH19-03-09,85,25,5,5,5,55
10007150,10007150,CLASARCST-FIL_BA_QW86,1,1,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,CLASARCST-FIL_BA_QW86,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CLASARCST-ITAL-A_BA_QR83,1,0,10,85,13,CAH19-03-03,95,30,0,5,5,60
10007150,10007150,CLASARCST-ITAL-A_BA_QR83,1,0,30,70,13,CAH19-03-09,85,25,5,5,5,55
10007150,10007150,CLASARCST-PHIL_BA_QV85,1,0,30,70,13,CAH19-03-09,85,25,5,5,5,55
10007150,10007150,CLASARCST-PHIL_BA_QV85,1,0,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,CLASARCST-PHIL_BA_QV85,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CLASARCST_BA_QV84,1,0,35,70,24,,85,20,5,5,10,65
10007150,10007150,CLASARCST_BA_QV84,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CLASSTUD_BA_Q802,1,1,30,70,13,CAH19-03-09,85,25,5,5,5,55
10007150,10007150,CLASSTUD_BA_Q802,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPLIT-A_BA_Q202,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-DRA_BA_QW24,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-DRA_BA_QW24,1,0,85,83,13,CAH21-01-06,89,18,5,5,5,67
10007150,10007150,COMPLIT-DRA_BA_QW24,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPLIT-EAMLIT_BA_QQF3,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-EAMLIT_BA_QQF3,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,COMPLIT-EAMLIT_BA_QQF3,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPLIT-ELL_BA_QQ32,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-ELL_BA_QQ32,1,0,50,80,13,CAH19-03-10,90,20,0,5,5,70
10007150,10007150,COMPLIT-ELL_BA_QQ32,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPLIT-FIL_BA_WQ62,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-FIL_BA_WQ62,1,0,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,COMPLIT-FIL_BA_WQ62,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPLIT-FRE-A_BA_RQ12,1,1,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,COMPLIT-FRE-A_BA_RQ12,1,1,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-GER-A_BA_RQ22,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,COMPLIT-GER-A_BA_RQ22,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-HISP-A_BA_QR24,1,1,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,COMPLIT-HISP-A_BA_QR24,1,1,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT-ITAL-A_BA_QR23,1,1,10,85,13,CAH19-03-03,95,30,0,5,5,60
10007150,10007150,COMPLIT-ITAL-A_BA_QR23,1,1,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,COMPLIT_BA_Q200,1,0,20,80,14,,100,30,0,5,0,65
10007150,10007150,COMPLIT_BA_Q200,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,COMPSCI(AI)-S_BSC_G4GR,1,0,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCI(AI)-S_BSC_G4GR,1,0,160,85,12,CAH11-01,96,13,3,2,1,80
10007150,10007150,COMPSCI(AI)_BSC_G4G7,1,0,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCI(AI)_BSC_G4G7,1,0,160,85,12,CAH11-01,96,13,3,2,1,80
10007150,10007150,COMPSCI(NET)-S_BSC_G420,1,0,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCI(NET)_BSC_G421,1,0,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCI-S_BSC_G404,1,0,55,93,14,,96,14,2,0,2,82
10007150,10007150,COMPSCIHEALTH-S_BSC_I101,1,1,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCIHEALTH_BSC_I100,1,1,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPSCI_BSC_G400,1,0,35,75,14,,95,15,5,0,0,85
10007150,10007150,COMPUTING(CON)-S_BSC_G509,1,0,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPUTING(CON)-S_BSC_G509,1,0,160,85,12,CAH11-01,96,13,3,2,1,80
10007150,10007150,COMPUTING(CON)_BSC_G508,1,1,150,85,13,CAH11-01-01,96,14,3,2,1,81
10007150,10007150,COMPUTING-S_BSC_G505,1,0,10,90,24,,100,10,0,10,0,80
10007150,10007150,COMPUTING_BSC_G503,1,0,10,75,14,,90,0,10,0,0,90
10007150,10007150,CONTEMPLIT_BA_Q321,1,1,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,CONTEMPLIT_BA_Q321,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CRIM!QUANT_BA_L3GX,1,1,75,83,13,CAH09-01-01,95,33,5,5,1,57
10007150,10007150,CRIM!QUANT_BA_L3GX,1,1,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,CRIM!QUANT_BA_L3GX,2,1,,,,,,,,,,
10007150,10007150,CRIM-CULTSTUD_BA_MV99,1,0,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,CRIM-CULTSTUD_BA_MV99,2,1,,,,,,,,,,
10007150,10007150,CRIM-SOCPOL_BA_LM49,1,0,10,90,24,,90,20,0,10,10,65
10007150,10007150,CRIM-SOCPOL_BA_LM49,2,0,,,,,,,,,,
10007150,10007150,CRIM-SOC_BA_LM39,1,0,20,80,14,,100,25,0,0,0,75
10007150,10007150,CRIM-SOC_BA_LM39,2,1,,,,,,,,,,
10007150,10007150,CRIMINOLOGY_BA_M902,1,0,50,70,24,,85,20,10,0,5,65
10007150,10007150,CRIMINOLOGY_BA_M902,2,1,,,,,,,,,,
10007150,10007150,CRIMJUSTCRIM_BA_M900,1,0,25,70,14,,90,10,10,5,0,70
10007150,10007150,CRIMJUSTCRIM_BA_M900,2,0,,,,,,,,,,
10007150,10007150,CSENG-F-4_BENG_H614,1,1,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,CSENG-S_BENG_H615,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,CSENG-S_MENG_H617,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,CSENG_BENG_H618,1,0,10,90,14,,90,30,10,0,0,60
10007150,10007150,CSENG_MENG_H613,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,CSTUDMED!JOURN_BA_V9P6,1,1,10,70,13,CAH18-01-04,100,25,0,0,0,75
10007150,10007150,CSTUDMED!JOURN_BA_V9P6,2,1,,,,,,,,,,
10007150,10007150,CSTUDMED-JOURN_BA_V9P5,1,1,10,70,13,CAH18-01-04,100,25,0,0,0,75
10007150,10007150,CSTUDMED-JOURN_BA_V9P5,2,1,,,,,,,,,,
10007150,10007150,CULTSTUD-ANT_BA_LV69,1,0,45,85,13,CAH15-01-04,95,35,0,10,5,50
10007150,10007150,CULTSTUD-ANT_BA_LV69,1,0,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,CULTSTUD-ANT_BA_LV69,2,1,,,,,,,,,,
10007150,10007150,CULTSTUD-COMPLIT_BA_QV29,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,CULTSTUD-COMPLIT_BA_QV29,1,0,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,CULTSTUD-COMPLIT_BA_QV29,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,CULTSTUDMEDIA_BA_V902,1,0,,,,,,,,,,
10007150,10007150,DIGARTS-S_BA_W282,1,0,25,85,13,CAH21-01-03,100,10,0,0,0,85
10007150,10007150,DIGARTS-S_MART_W284,1,1,25,85,13,CAH21-01-03,100,10,0,0,0,85
10007150,10007150,DIGARTS_BA_W281,1,0,10,75,14,,100,10,0,0,0,90
10007150,10007150,DIGARTS_MART_W283,1,1,25,85,13,CAH21-01-03,100,10,0,0,0,85
10007150,10007150,DRA-ELL_BA_WQ43,1,0,50,80,13,CAH19-03-10,90,20,0,5,5,70
10007150,10007150,DRA-ELL_BA_WQ43,1,0,85,83,13,CAH21-01-06,89,18,5,5,5,67
10007150,10007150,DRA-ELL_BA_WQ43,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,DRA-FIL_BA_WW46,1,0,10,85,24,,70,10,10,20,20,40
10007150,10007150,DRA-FIL_BA_WW46,2,1,,,,,,,,,,
10007150,10007150,DRA-HIS_BA_VW14,1,0,85,83,13,CAH21-01-06,89,18,5,5,5,67
10007150,10007150,DRA-HIS_BA_VW14,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,DRA-HIS_BA_VW14,2,1,,,,,,,,,,
10007150,10007150,DRAMA-EAMLIT_BA_QW34,1,0,15,85,14,,90,30,10,10,0,55
10007150,10007150,DRAMA-EAMLIT_BA_QW34,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,DRAMATHEAT_BA_W400,1,0,50,80,14,,90,20,5,5,5,65
10007150,10007150,DRAMATT-ARTHIS_BA_RW30,1,1,85,83,13,CAH21-01-06,89,18,5,5,5,67
10007150,10007150,DRAMATT-ARTHIS_BA_RW30,1,1,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,DRAMATT-ARTHIS_BA_RW30,2,1,,,,,,,,,,
10007150,10007150,EAMLIT-A_BA_Q301,1,0,10,85,14,,90,10,0,10,10,75
10007150,10007150,EAMLIT-ELL_BA_Q391,1,0,50,80,13,CAH19-03-10,90,20,0,5,5,70
10007150,10007150,EAMLIT-ELL_BA_Q391,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-ELL_BA_Q391,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-FIL_BA_QW36,1,0,15,80,24,,90,10,10,10,0,75
10007150,10007150,EAMLIT-FIL_BA_QW36,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-FRE-A_BA_QR31,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,EAMLIT-FRE-A_BA_QR31,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-HIS_BA_QV31,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,EAMLIT-HIS_BA_QV31,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-HIS_BA_QV31,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-JOURN_BA_QP35,1,1,10,70,13,CAH18-01-04,100,25,0,0,0,75
10007150,10007150,EAMLIT-JOURN_BA_QP35,1,1,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-JOURN_BA_QP35,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-PHIL_BA_QVH5,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-PHIL_BA_QVH5,1,0,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,EAMLIT-PHIL_BA_QVH5,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-RS_BA_QV36,1,0,15,70,13,CAH20-02-02,100,45,0,10,0,45
10007150,10007150,EAMLIT-RS_BA_QV36,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-RS_BA_QV36,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT-SOC_BA_LQ33,1,0,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,EAMLIT-SOC_BA_LQ33,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAMLIT-SOC_BA_LQ33,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLITCW-A_BA_Q325,1,0,10,75,14,,90,10,0,10,10,70
10007150,10007150,EAMLITCW_BA_Q324,1,0,35,80,14,,95,20,5,10,0,65
10007150,10007150,EAMLITCW_BA_Q324,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAMLIT_BA_Q300,1,0,110,71,24,,90,25,4,4,6,62
10007150,10007150,EAMLIT_BA_Q300,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAPCOL-A_BA_Q303,1,1,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAPCOL-FIL_BA_WQ63,1,1,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAPCOL-FIL_BA_WQ63,1,1,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,EAPCOL-FIL_BA_WQ63,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAPCOL-HIS_BA_VQ13,1,1,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAPCOL-HIS_BA_VQ13,1,1,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,EAPCOL-HIS_BA_VQ13,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,EAPCOL_BA_Q302,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,EAPCOL_BA_Q302,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,ECON-A_BSC_L101,1,1,100,77,13,CAH15-02-01,89,18,7,10,3,61
10007150,10007150,ECON-MANAGEMENT-S_BA_LN13,1,1,100,77,13,CAH15-02-01,89,18,7,10,3,61
10007150,10007150,ECON-MANAGEMENT-S_BA_LN13,1,1,300,75,12,CAH17-01,91,8,6,8,2,75
10007150,10007150,ECON-MANAGEMENT_BA_LN12,1,1,20,75,13,CAH17-01-04,95,5,5,5,0,90
10007150,10007150,ECON-MANAGEMENT_BA_LN12,1,1,100,77,13,CAH15-02-01,89,18,7,10,3,61
10007150,10007150,ECON-POLITICS-S_BA_LL14,1,1,105,74,13,CAH15-03-01,92,25,5,4,3,64
10007150,10007150,ECON-POLITICS-S_BA_LL14,1,1,100,77,13,CAH15-02-01,89,18,7,10,3,61
10007150,10007150,ECON-POLITICS_BA_LL12,1,0,100,77,13,CAH15-02-01,89,18,7,10,3,61
10007150,10007150,ECON-POLITICS_BA_LL12,1,0,105,74,13,CAH15-03-01,92,25,5,4,3,64
10007150,10007150,ECONECMET_BSC_L141,1,0,10,80,14,,90,20,10,10,0,65
10007150,10007150,ECONOMICS-S_BSC_L102,1,0,10,85,14,,100,10,0,15,0,75
10007150,10007150,ECON_BSC_L100,1,0,45,70,14,,85,15,10,5,5,65
10007150,10007150,ELCOMENG-F-4_BENG_H605,1,1,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,ELCOMENG-S_BENG_H604,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,ELCOMENG-S_MENG_H608,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,ELCOMENG_BENG_H619,1,0,30,75,24,,75,20,5,0,15,60
10007150,10007150,ELCOMENG_MENG_H607,1,0,35,80,13,CAH10-01-08,90,15,5,0,5,75
10007150,10007150,ELL-MANAGEMT_BA_QN10,1,1,300,75,12,CAH17-01,91,8,6,8,2,75
10007150,10007150,ELL-MANAGEMT_BA_QN10,1,1,50,80,13,CAH19-03-10,90,20,0,5,5,70
10007150,10007150,ELL-MANAGEMT_BA_QN10,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,ELL_BA_QQ13,1,0,30,75,14,,95,10,0,5,5,80
10007150,10007150,ELL_BA_QQ13,2,0,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,ENGFRELAW-A_LLB_M121,1,0,150,76,13,CAH16-01-01,96,36,2,6,2,54
10007150,10007150,ENVIROSOCSCI-S_BA_11X5,1,1,15,85,23,CAH06-01-03,95,10,5,10,5,75
10007150,10007150,ENVIROSOCSCI-S_BA_11X5,1,1,200,75,12,CAH15-01,93,26,6,6,2,60
10007150,10007150,ENVIROSOCSCI-S_BA_11X5,2,1,,,,,,,,,,
10007150,10007150,ENVIROSOCSCI_BA_L9D4,1,0,200,75,12,CAH15-01,93,26,6,6,2,60
10007150,10007150,ENVIROSOCSCI_BA_L9D4,1,0,15,85,23,CAH06-01-03,95,10,5,10,5,75
10007150,10007150,ENVIROSOCSCI_BA_L9D4,2,1,,,,,,,,,,
10007150,10007150,EURLEGST-A_LLB_M120,1,0,15,90,24,,100,45,0,0,0,55
10007150,10007150,EURSTGER-A_BA_R290,1,1,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,EURSTITAL-A_BA_R311,1,1,10,85,13,CAH19-03-03,95,30,0,5,5,60
10007150,10007150,EURSTITAL-A_BA_R311,1,1,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,EURSTSPN-A_BA_R411,1,0,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,EUSTUD(FR)-A_BA_R190,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,EUSTUDCOM-A_BA_R904,1,0,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,FIL-A_BA_W616,1,0,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,FIL-HIS_BA_VW16,1,0,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,FIL-HIS_BA_VW16,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,FIL-HIS_BA_VW16,2,1,,,,,,,,,,
10007150,10007150,FIL-PHIL_BA_VW56,1,0,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,FIL-PHIL_BA_VW56,1,0,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,FIL-PHIL_BA_VW56,2,1,,,,,,,,,,
10007150,10007150,FIL-S_BA_W611,1,0,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,FILMCULTSTUD_BA_VW96,1,1,135,72,13,CAH15-01-02,93,25,6,4,1,64
10007150,10007150,FILMCULTSTUD_BA_VW96,1,1,45,85,13,CAH21-01-08,90,25,5,5,5,55
10007150,10007150,FIL_BA_W610,1,0,25,80,14,,90,40,0,10,10,45
10007150,10007150,FINECONECMET_BSC_L142,1,0,15,80,24,,100,50,0,0,0,50
10007150,10007150,FINECON_BSC_L111,1,0,20,70,24,,95,15,0,15,5,60
10007150,10007150,FININV-S_BSC_N300,1,1,30,90,13,CAH17-01-07,95,15,5,15,0,65
10007150,10007150,FININV_BSC_N301,1,1,30,90,13,CAH17-01-07,95,15,5,15,0,65
10007150,10007150,FINMATHS-S_BSC_NG31,1,0,15,95,24,,95,20,5,20,0,50
10007150,10007150,FINMATHS_BSC_GN13,1,0,20,85,14,,85,30,15,15,0,40
10007150,10007150,FORENSIC-A_BSC_F415,1,1,35,85,13,CAH07-03-04,85,25,10,0,5,55
10007150,10007150,FORENSIC-A_BSC_F415,2,1,,,,,,,,,,
10007150,10007150,FORENSIC-F-4_BSC_F412,1,1,35,75,13,CAH07-02-01,85,35,10,5,0,45
10007150,10007150,FORENSIC-F-4_BSC_F412,1,1,35,85,13,CAH07-03-04,85,25,10,0,5,55
10007150,10007150,FORENSIC-S_BSC_F411,1,0,10,100,24,,100,20,0,0,0,80
10007150,10007150,FORENSIC_BSC_F410,1,0,35,80,14,,80,30,15,0,5,55
10007150,10007150,FORENSIC_MSCI_F414,1,0,15,80,24,,95,15,5,0,0,80
10007150,10007150,FRE(1)-A_BA_R101,1,0,15,95,24,,70,30,5,0,25,40
10007150,10007150,FRE-ELL-A_BA_RQ13,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,FRE-ELL-A_BA_RQ13,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,FRE-GER-A_BA_RR12,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,FRE-GER-A_BA_RR12,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,FRE-HIS-A_BA_RV11,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,FRE-HIS-A_BA_RV11,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,FRE-HISP-A_BA_RR14,1,1,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,FRE-HISP-A_BA_RR14,1,1,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,FRE-ITAL-A_BA_RR13,1,0,15,85,24,,90,30,0,0,10,60
10007150,10007150,FRE-MANAGEMT-A_BA_NR11,1,1,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,FRE-MANAGEMT-A_BA_NR11,1,1,135,72,13,CAH17-01-02,91,8,7,4,2,79
10007150,10007150,FRE-PHIL-A_BA_RVC5,1,0,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,FRE-PHIL-A_BA_RVC5,1,0,25,85,13,CAH19-03-01,85,20,5,5,10,60
10007150,10007150,GER-A_BA_R220,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-ELL-A_BA_RQ23,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-ELL-A_BA_RQ23,1,0,140,72,13,CAH19-01-01,91,17,4,8,5,66
10007150,10007150,GER-HIS-A_BA_RV21,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-HIS-A_BA_RV21,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,GER-HISP-A_BA_RR24,1,1,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-HISP-A_BA_RR24,1,1,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,GER-ITAL-A_BA_RR23,1,0,10,85,13,CAH19-03-03,95,30,0,5,5,60
10007150,10007150,GER-ITAL-A_BA_RR23,1,0,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-MANAGEMT-A_BA_NR12,1,1,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-MANAGEMT-A_BA_NR12,1,1,135,72,13,CAH17-01-02,91,8,7,4,2,79
10007150,10007150,GER-PHIL-A_BA_RVF5,1,1,10,95,13,CAH19-03-02,100,30,0,25,0,45
10007150,10007150,GER-PHIL-A_BA_RVF5,1,1,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,GLOBALPHIL_BA_V590,1,1,15,70,13,CAH20-02-02,100,45,0,10,0,45
10007150,10007150,GLOBALPHIL_BA_V590,2,1,,,,,,,,,,
10007150,10007150,HEALTHCARE_BA_LL45,1,0,10,70,14,,90,10,10,15,0,65
10007150,10007150,HEALTHCARE_BA_LL45,2,1,,,,,,,,,,
10007150,10007150,HIS-ANT_BA_LVP1,1,0,45,85,13,CAH15-01-04,95,35,0,10,5,50
10007150,10007150,HIS-ANT_BA_LVP1,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-ANT_BA_LVP1,2,1,,,,,,,,,,
10007150,10007150,HIS-ELL_BA_VQ1H,1,0,50,80,13,CAH19-03-10,90,20,0,5,5,70
10007150,10007150,HIS-ELL_BA_VQ1H,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-ELL_BA_VQ1H,2,1,10,60,21,CAH19,65,5,10,0,25,60
10007150,10007150,HIS-ITAL-A_BA_RV31,1,0,10,85,13,CAH19-03-03,95,30,0,5,5,60
10007150,10007150,HIS-ITAL-A_BA_RV31,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-PHIL_BA_VVC5,1,0,35,70,13,CAH20-02-01,95,15,5,5,5,75
10007150,10007150,HIS-PHIL_BA_VVC5,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-PHIL_BA_VVC5,2,1,,,,,,,,,,
10007150,10007150,HIS-POLITICS_BA_LV21,1,0,105,74,13,CAH15-03-01,92,25,5,4,3,64
10007150,10007150,HIS-POLITICS_BA_LV21,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-POLITICS_BA_LV21,2,1,,,,,,,,,,
10007150,10007150,HIS-RS_BA_VV61,1,0,15,70,13,CAH20-02-02,100,45,0,10,0,45
10007150,10007150,HIS-RS_BA_VV61,1,0,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HIS-RS_BA_VV61,2,1,,,,,,,,,,
10007150,10007150,HISP-EAMLIT-A_BA_QR34,1,1,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,HISP-EAMLIT-A_BA_QR34,1,1,140,72,12,CAH19-01,91,17,4,8,5,66
10007150,10007150,HISP-HIS-A_BA_RV41,1,1,15,90,13,CAH19-03-04,80,25,15,5,5,50
10007150,10007150,HISP-HIS-A_BA_RV41,1,1,170,85,13,CAH20-01-01,87,24,6,9,7,54
10007150,10007150,HISP-MANAGEMT-A_BA_NR10,1,1,35,80,13,CAH19-03-11,95,25,0,5,5,70
10007150,10007150,HISP-MANAGEMT-A_BA_NR10,1,1,135,72,13,CAH17-01-02,91,8,7,4,2,79
10007150,10007150,HISPANSTUD-A_BA_R400,1,0,15,95,24,,95,45,5,0,0,50
10007150,10007150,HIS_BA_V100,1,0,120,85,14,,89,22,5,11,6,56
10007150,10007150,HIS_BA_V100,2,0,,,,,,,,,,
10007150,10007150,HUMANGEOG-S_BSC_L701,1,1,,,,,,,,,,
10007150,10007150,HUMANGEOG-S_BSC_L701,2,1,,,,,,,,,,
10007150,10007150,HUMANGEOG_BSC_L700,1,1,,,,,,,,,,
10007150,10007150,HUMANGEOG_BSC_L700,2,1,,,,,,,,,,
