PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPUNAVAILREASON,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10000055,10000055,AB20,1,0,15,100,14,,95,80,5,5,0,5
10000055,10000055,AB27,1,1,20,88,13,CAH06-01-01,100,15,0,10,0,75
10000055,10000055,AB28,1,0,20,90,24,,100,30,0,40,0,35
10000055,10000055,AB29,1,0,20,91,22,CAH10-01,100,35,0,40,0,30
10000055,10000055,AB30,1,1,15,94,22,CAH17-01,90,25,5,45,5,20
10000055,10000055,AB33,1,0,15,89,14,,100,50,0,40,0,15
10000055,10000055,AB35,1,1,15,84,13,CAH06-01-01,95,70,5,15,0,15
10000055,10000055,AB36,1,1,20,88,13,CAH06-01-01,100,15,0,10,0,75
10000055,10000055,AB37,1,1,15,94,23,CAH17-01-02,90,25,5,45,5,20
10000055,10000055,AB38,1,1,,,,,,,,,,
10000055,10000055,AB39,1,1,,,,,,,,,,
10000055,10000055,AB40,1,1,,,,,,,,,,
10000163,10000163,BSCERSF-C608,1,1,,,,,,,,,,
10000163,10000163,BSCPF-C843,1,1,35,75,22,CAH02-03,100,30,0,5,0,65
10000163,10000163,BSHESF-C609,1,1,,,,,,,,,,
10000163,10000163,BSHPF-C841,1,1,,,,,,,,,,
10000163,10000163,BSPF-C800,1,1,,,,,,,,,,
10000163,10000163,BSSEHF-C607,1,1,,,,,,,,,,
10000163,10000163,BSSEHF-C813,1,1,,,,,,,,,,
10000163,10000163,BSSSF-C606,1,1,,,,,,,,,,
10000163,10000163,MCCF-B320,1,0,25,70,14,,100,5,0,5,0,90
10000216,10000216,177650,1,0,,,,,,,,,,
10000216,10000216,532986,1,0,,,,,,,,,,
10000248,10000248,3YA,1,1,45,85,13,CAH21-01-06,100,0,0,0,0,95
10000256,10007155,C2200P,2,1,,,,,,,,,,
10000291,10000291,K00001,1,0,95,74,14,,85,32,8,12,8,41
10000291,10000291,K00004,1,0,25,75,24,,80,30,15,10,10,40
10000291,10000291,K00005,1,0,25,90,14,,80,5,5,5,20,65
10000291,10000291,K00006,1,0,20,75,14,,90,20,0,0,10,75
10000291,10000291,K00007,1,0,15,95,14,,80,5,15,0,5,70
10000291,10000291,K00008,1,0,15,70,24,,80,15,5,0,15,65
10000291,10000291,K00009,1,0,10,90,14,,85,50,15,0,0,35
10000291,10000291,K00010,1,0,15,80,14,,100,5,0,0,0,95
10000291,10000291,K00011,1,0,15,75,14,,90,5,5,0,5,80
10000291,10000291,K00012,1,0,75,84,13,CAH21-01-03,82,12,5,1,13,69
10000291,10000291,K00014,1,0,20,85,14,,100,0,0,0,0,100
10000291,10000291,K00015,1,0,20,80,24,,65,15,20,5,10,45
10000291,10000291,K00016,1,0,15,70,24,,75,5,10,5,10,65
10000291,10000291,K00018,1,0,25,80,14,,95,30,5,10,0,50
10000291,10000291,K00019,1,1,30,85,13,CAH19-01-02,75,10,10,10,15,55
10000291,10000291,K00020,1,0,30,85,13,CAH19-01-02,75,10,10,10,15,55
10000291,10000291,K00023,1,0,40,75,13,CAH18-01-05,85,5,10,0,5,80
10000291,10000291,K00023,1,0,20,70,13,CAH19-01-05,55,25,20,0,25,25
10000291,10000291,K00024,1,0,20,70,13,CAH19-01-05,55,25,20,0,25,25
10000291,10000291,K00026,1,0,25,95,24,,90,25,5,5,5,65
10000291,10000291,K00027,1,0,20,85,14,,95,10,0,5,5,80
10000291,10000291,K00028,1,0,15,70,14,,80,15,15,5,5,65
10000291,10000291,K00029,1,0,15,85,14,,90,0,5,0,5,90
10000291,10000291,K00031,1,0,55,80,13,CAH21-01-06,84,7,11,4,5,73
10000291,10000291,K00031,1,0,40,75,13,CAH18-01-05,85,5,10,0,5,80
10000291,10000291,K00032,1,0,55,80,13,CAH21-01-06,84,7,11,4,5,73
10000291,10000291,K00032,1,0,30,75,13,CAH19-01-03,95,25,5,10,0,55
10000291,10000291,K00033,1,0,15,80,23,CAH10-01-08,70,20,20,0,5,50
10000291,10000291,K00035,1,1,195,89,12,CAH02-03,89,9,5,5,6,75
10000291,10000291,K00038,1,0,10,75,14,,75,10,10,10,15,60
10000291,10000291,K00040,1,0,30,80,14,,85,25,5,5,5,60
10000291,10000291,K00041,1,0,45,90,14,,90,15,5,0,0,70
10000291,10000291,K00042,1,0,25,75,24,,100,20,0,0,0,80
10000291,10000291,K00044,1,1,45,70,13,CAH20-01-01,75,25,10,0,10,50
10000291,10000291,K00044,1,1,30,75,13,CAH19-01-03,95,25,5,10,0,55
10000291,10000291,K00045,1,0,40,75,14,,75,25,10,0,10,50
10000291,10000291,K00048,1,0,15,85,14,,80,35,20,5,0,40
10000291,10000291,K00050,1,0,15,75,13,CAH20-02-01,80,30,20,5,0,45
10000291,10000291,K00050,1,0,30,75,13,CAH19-01-03,95,25,5,10,0,55
10000291,10000291,K00051,1,0,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00052,1,0,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00053,1,0,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00054,1,0,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00055,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00056,1,0,15,90,24,,85,15,15,0,0,75
10000291,10000291,K00065,1,0,50,85,13,CAH17-01-08,80,5,10,0,10,70
10000291,10000291,K00066,1,0,15,90,13,CAH17-01-03,100,0,0,15,0,85
10000291,10000291,K00079,1,0,15,85,24,,75,45,15,0,10,30
10000291,10000291,K00082,1,1,330,83,13,CAH02-01-02,96,1,2,1,2,94
10000291,10000291,K00083,1,0,15,85,14,,55,5,20,5,30,40
10000291,10000291,K00085,1,1,50,85,13,CAH17-01-08,80,5,10,0,10,70
10000291,10000291,K00085,1,1,100,71,13,CAH16-01-01,84,31,8,12,8,41
10000291,10000291,K00087,1,1,120,80,13,CAH15-01-02,89,18,5,5,6,66
10000291,10000291,K00087,1,1,15,100,13,CAH15-01-03,85,35,5,0,5,55
10000291,10000291,K00092,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00093,2,0,25,85,13,CAH17-01-04,100,25,0,15,0,60
10000291,10000291,K00096,1,0,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00098,1,1,15,90,13,CAH17-01-03,100,0,0,15,0,85
10000291,10000291,K00099,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00100,1,1,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00101,1,1,15,80,23,CAH10-01-08,70,20,20,0,5,50
10000291,10000291,K00102,1,0,25,90,13,CAH10-01-02,90,35,10,5,0,50
10000291,10000291,K00103,1,1,20,75,23,CAH13-01-01,90,0,5,0,5,90
10000291,10000291,K00104,1,1,25,80,13,CAH10-02-06,75,5,15,0,10,70
10000291,10000291,K00105,1,1,20,80,13,CAH17-01-07,55,5,15,5,30,45
10000291,10000291,K00106,1,1,25,85,13,CAH13-01-02,80,5,15,5,5,70
10000291,10000291,K00107,1,1,10,85,13,CAH17-01-05,65,10,15,0,15,60
10000291,10000291,K00107,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00108,1,0,65,90,14,,95,2,5,0,0,94
10000291,10000291,K00109,1,1,60,89,13,CAH02-01-05,98,2,2,2,0,95
10000291,10000291,K00111,1,0,35,95,14,,85,30,5,5,10,50
10000291,10000291,K00114,1,1,15,90,23,CAH15-02-01,90,15,15,0,0,75
10000291,10000291,K00116,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00117,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00118,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00119,1,0,65,90,13,CAH02-01-07,97,2,3,2,0,94
10000291,10000291,K00120,1,0,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00121,1,0,45,80,13,CAH11-01-06,75,15,20,0,0,60
10000291,10000291,K00122,1,1,75,88,13,CAH11-01-01,74,8,18,1,8,64
10000291,10000291,K00123,1,1,75,88,13,CAH11-01-01,74,8,18,1,8,64
10000291,10000291,K00126,1,0,30,80,14,,95,0,0,5,5,95
10000291,10000291,K00127,1,1,25,85,13,CAH13-01-02,80,5,15,5,5,70
10000291,10000291,K00128,1,1,60,81,13,CAH07-03-04,75,15,13,2,11,59
10000291,10000291,K00132,1,1,60,81,13,CAH07-03-04,75,15,13,2,11,59
10000291,10000291,K00133,1,0,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00136,1,1,130,72,13,CAH22-01-01,89,35,5,6,6,48
10000291,10000291,K00137,2,1,,,,,,,,,,
10000291,10000291,K00138,1,0,50,85,13,CAH17-01-08,80,5,10,0,10,70
10000291,10000291,K00139,1,1,65,76,13,CAH03-01-06,88,28,6,3,6,57
10000291,10000291,K00140,1,0,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00141,1,0,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00142,1,0,20,90,14,,90,40,10,0,0,50
10000291,10000291,K00143,1,0,20,75,23,CAH13-01-01,90,0,5,0,5,90
10000291,10000291,K00144,1,0,10,85,24,,75,0,15,0,10,75
10000291,10000291,K00145,1,0,20,95,24,,100,5,0,5,0,90
10000291,10000291,K00146,1,0,10,85,24,,90,0,0,0,10,90
10000291,10000291,K00147,1,0,25,85,13,CAH13-01-02,80,5,15,5,5,70
10000291,10000291,K00150,2,0,40,80,14,,100,5,0,10,0,80
10000291,10000291,K00151,2,0,45,100,14,,95,0,0,0,5,90
10000291,10000291,K00152,1,0,40,85,14,,95,0,0,5,0,90
10000291,10000291,K00153,1,0,30,85,14,,95,5,0,10,5,75
10000291,10000291,K00157,1,0,95,90,14,,81,13,8,5,10,63
10000291,10000291,K00158,1,0,20,80,14,,90,30,10,15,0,50
10000291,10000291,K00160,1,1,120,80,13,CAH15-01-02,89,18,5,5,6,66
10000291,10000291,K00160,1,1,120,88,13,CAH04-01-01,83,16,8,7,8,61
10000291,10000291,K00161,1,0,15,70,13,CAH03-01-03,75,30,15,10,10,40
10000291,10000291,K00162,1,1,25,85,13,CAH13-01-02,80,5,15,5,5,70
10000291,10000291,K00163,1,0,65,76,13,CAH03-01-06,88,28,6,3,6,57
10000291,10000291,K00164,1,0,,,,,,,,,,
10000291,10000291,K00167,1,0,20,85,24,,100,25,0,10,0,65
10000291,10000291,K00169,1,1,60,84,23,CAH02-01-01,98,0,0,0,2,98
10000291,10000291,K00170,1,0,75,88,13,CAH11-01-01,74,8,18,1,8,64
10000291,10000291,K00176,1,0,25,80,24,,85,15,15,0,0,65
10000291,10000291,K00179,1,0,25,80,14,,75,5,15,0,10,70
10000291,10000291,K00182,1,0,100,71,13,CAH16-01-01,84,31,8,12,8,41
10000291,10000291,K00187,2,1,,,,,,,,,,
10000291,10000291,K00188,1,0,55,82,24,,81,23,15,6,4,53
10000291,10000291,K00189,1,0,25,85,23,CAH06-01-01,80,15,15,0,5,65
10000291,10000291,K00190,1,0,10,75,14,,90,30,10,10,0,50
10000291,10000291,K00191,1,0,25,80,14,,90,40,10,5,5,45
10000291,10000291,K00192,1,0,20,75,14,,85,30,5,5,10,50
10000291,10000291,K00193,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00194,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00195,1,0,35,90,14,,85,10,10,5,5,70
10000291,10000291,K00196,1,0,10,80,24,,90,0,0,0,10,90
10000291,10000291,K00199,1,1,195,89,12,CAH02-03,89,9,5,5,6,75
10000291,10000291,K00200,1,0,60,81,13,CAH07-03-04,75,15,13,2,11,59
10000291,10000291,K00201,1,0,25,85,14,,75,10,15,0,10,65
10000291,10000291,K00202,1,0,20,90,14,,80,25,10,0,10,55
10000291,10000291,K00203,2,1,15,90,13,CAH17-01-04,95,0,0,0,5,95
10000291,10000291,K00205,2,1,,,,,,,,,,
10000291,10000291,K00209,1,1,75,88,13,CAH11-01-01,74,8,18,1,8,64
10000291,10000291,K00210,2,0,70,86,12,CAH13-01,97,0,0,4,3,93
10000291,10000291,K00211,1,1,20,75,23,CAH13-01-01,90,0,5,0,5,90
10000291,10000291,K00212,1,1,40,80,13,CAH03-01-08,85,25,0,5,15,60
10000291,10000291,K00213,1,1,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00214,1,1,75,84,13,CAH21-01-03,82,12,5,1,13,69
10000291,10000291,K00215,1,0,25,90,14,,90,15,0,15,10,55
10000291,10000291,K00217,1,1,20,100,13,CAH17-01-06,80,10,10,0,10,70
10000291,10000291,K00218,1,1,20,100,13,CAH17-01-06,80,10,10,0,10,70
10000291,10000291,K00219,1,1,25,90,13,CAH10-01-02,90,35,10,5,0,50
10000291,10000291,K00224,1,0,20,100,13,CAH17-01-06,80,10,10,0,10,70
10000291,10000291,K00225,1,1,40,80,13,CAH03-01-08,85,25,0,5,15,60
10000291,10000291,K00226,1,1,545,86,12,CAH02-01,96,2,2,1,1,93
10000291,10000291,K00227,1,1,545,86,12,CAH02-01,96,2,2,1,1,93
10000291,10000291,K00228,1,1,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00229,1,1,20,100,13,CAH17-01-06,80,10,10,0,10,70
10000291,10000291,K00230,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00231,1,0,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00232,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00233,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00234,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00235,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00237,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00238,1,1,50,85,13,CAH17-01-08,80,5,10,0,10,70
10000291,10000291,K00238,1,1,100,71,13,CAH16-01-01,84,31,8,12,8,41
10000291,10000291,K00239,2,1,15,90,12,CAH17-01,95,0,0,0,5,95
10000291,10000291,K00246,1,0,45,80,13,CAH11-01-06,75,15,20,0,0,60
10000291,10000291,K00249,1,1,60,81,13,CAH07-03-04,75,15,13,2,11,59
10000291,10000291,K00256,1,0,10,80,14,,60,25,10,0,35,35
10000291,10000291,K00264,2,0,50,80,13,CAH02-03-12,100,5,0,10,0,80
10000291,10000291,K00267,1,0,15,75,14,,100,0,0,0,0,100
10000291,10000291,K00268,1,0,25,95,24,,90,0,0,0,10,90
10000291,10000291,K00277,2,0,10,100,14,,100,0,0,0,0,100
10000291,10000291,K00283,2,0,40,90,14,,100,0,0,5,5,95
10000291,10000291,K00289,2,0,15,80,14,,100,0,0,5,0,95
10000291,10000291,K00290,1,1,10,85,13,CAH17-01-05,65,10,15,0,15,60
10000291,10000291,K00290,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00291,1,0,15,100,14,,85,10,15,0,0,75
10000291,10000291,K00292,1,0,15,90,14,,80,15,0,0,20,65
10000291,10000291,K00295,1,0,130,72,13,CAH22-01-01,89,35,5,6,6,48
10000291,10000291,K00298,1,1,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00299,1,1,75,85,13,CAH02-03-03,95,5,1,7,4,82
10000291,10000291,K00300,1,0,40,85,14,,90,5,5,5,5,85
10000291,10000291,K00306,1,0,35,80,14,,80,5,15,0,5,75
10000291,10000291,K00309,1,1,65,76,13,CAH03-01-06,88,28,6,3,6,57
10000291,10000291,K00311,2,0,15,100,24,,100,0,0,0,0,100
10000291,10000291,K00314,1,0,60,77,13,CAH17-01-02,80,8,11,5,8,67
10000291,10000291,K00316,1,0,20,80,13,CAH17-01-07,55,5,15,5,30,45
10000291,10000291,K00317,2,1,25,85,13,CAH17-01-04,100,25,0,15,0,60
10000291,10000291,K00318,2,0,15,90,13,CAH17-01-04,95,0,0,0,5,95
10000291,10000291,K00320,1,0,15,70,13,CAH03-01-03,75,30,15,10,10,40
10000291,10000291,K00322,2,0,15,75,14,,90,0,0,10,10,85
10000291,10000291,K00323,1,0,30,95,13,CAH02-03-11,75,5,15,5,10,60
10000291,10000291,K00324,1,1,30,95,13,CAH02-03-11,75,5,15,5,10,60
10000291,10000291,K00325,2,0,10,75,24,,90,10,0,30,10,50
10000291,10000291,K00326,1,1,195,89,12,CAH02-03,89,9,5,5,6,75
10000291,10000291,K00327,1,1,195,89,12,CAH02-03,89,9,5,5,6,75
10000291,10000291,K00329,1,0,740,86,11,CAH02,94,4,3,2,3,88
10000291,10000291,K00330,1,1,740,86,11,CAH02,94,4,3,2,3,88
10000291,10000291,K00331,1,1,195,81,11,CAH15,90,15,5,4,5,72
10000291,10000291,K00334,2,0,15,90,24,,100,0,0,0,0,100
10000291,10000291,K00336,1,0,15,100,14,,75,5,10,0,10,70
10000291,10000291,K00339,2,0,10,85,23,CAH03-02-01,80,10,10,0,10,70
10000291,10000291,K00365,2,1,,,,,,,,,,
10000291,10000291,K00367,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00368,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00369,2,1,15,95,12,CAH15-04,90,0,10,15,0,75
10000291,10000291,K00370,2,1,,,,,,,,,,
10000291,10000291,K00371,1,1,35,85,12,CAH10-01,90,25,10,5,0,65
10000291,10000291,K00372,1,1,545,86,12,CAH02-01,96,2,2,1,1,93
10000291,10000291,K00373,2,1,15,95,11,CAH15,90,0,10,15,0,75
10000291,10000291,K00376,1,1,130,72,13,CAH22-01-01,89,35,5,6,6,48
10000291,10000291,K00377,2,1,,,,,,,,,,
10000291,10000291,K00378,1,0,20,80,13,CAH17-01-07,55,5,15,5,30,45
10000291,10000291,K00379,1,1,120,80,13,CAH15-01-02,89,18,5,5,6,66
10000291,10000291,K00380,1,1,35,80,13,CAH21-01-05,90,15,5,5,5,75
10000291,10000291,K00381,1,1,,,,,,,,,,
10000291,10000291,K00382,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00383,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00384,1,1,195,83,13,CAH17-01-04,82,9,9,3,8,70
10000291,10000291,K00385,2,1,10,85,23,CAH03-02-01,80,10,10,0,10,70
10000291,10000291,K00386,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00387,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00388,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00389,1,1,80,86,13,CAH03-02-01,85,19,8,6,8,59
10000291,10000291,K00390,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00391,1,1,120,85,12,CAH11-01,75,11,20,1,6,62
10000291,10000291,K00392,2,1,,,,,,,,,,
10000291,10000291,K00393,1,1,120,88,13,CAH04-01-01,83,16,8,7,8,61
10000291,10000291,K00394,1,1,120,88,13,CAH04-01-01,83,16,8,7,8,61
10000291,10000291,K00395,2,1,,,,,,,,,,
10000291,10000291,K00396,1,1,30,85,13,CAH19-01-02,75,10,10,10,15,55
10000291,10000291,K00397,1,1,130,72,13,CAH22-01-01,89,35,5,6,6,48
10000291,10000291,K00398,1,1,120,80,13,CAH15-01-02,89,18,5,5,6,66
10000381,10000381,BAAct,1,0,20,85,14,,100,0,0,5,0,95
10000381,10000381,BAMT,1,0,40,95,14,,95,0,5,0,0,95
10000381,10000381,BAMT,2,1,,,,,,,,,,
10000385,10000385,BAACT,1,0,35,90,14,,85,0,10,0,5,85
10000385,10000385,BAAEP,1,0,25,80,14,,85,5,0,0,15,80
10000385,10000385,BAANP,1,0,50,90,14,,85,15,15,0,5,70
10000385,10000385,BAARC,1,0,20,75,14,,95,5,5,0,0,90
10000385,10000385,BACOS,1,0,50,95,14,,90,5,0,0,10,85
10000385,10000385,BACPH,1,0,40,70,14,,95,0,0,0,5,90
10000385,10000385,BACRW,1,1,,,,,,,,,,
10000385,10000385,BADAN,1,0,640,85,12,CAH21-01,91,6,4,0,6,84
10000385,10000385,BAFAR,1,0,35,70,14,,90,15,5,5,10,70
10000385,10000385,BAFCO,1,1,305,89,13,CAH21-01-03,91,6,3,1,6,84
10000385,10000385,BAFLP,1,0,40,75,14,,95,5,0,0,0,90
10000385,10000385,BAFSC,1,0,50,75,14,,95,10,0,0,0,80
10000385,10000385,BAGDS,1,0,50,90,14,,90,5,0,0,10,85
10000385,10000385,BAIAD,1,0,30,95,14,,90,5,5,0,10,80
10000385,10000385,BAILL,1,0,50,90,14,,90,5,5,0,5,85
10000385,10000385,BAMDM,1,0,35,95,14,,90,10,0,0,10,85
10000385,10000385,BAMMP,1,0,40,85,14,,95,0,5,0,0,95
10000385,10000385,BAPFC,1,0,50,95,14,,90,5,0,0,10,85
10000385,10000385,BAPHO,1,0,40,85,14,,90,10,5,0,10,80
10000385,10000385,BATXT,1,0,50,95,14,,90,5,0,0,5,85
10000385,10000385,BAVCO,1,0,35,90,14,,90,5,5,0,5,90
10000385,10000385,BAVFX,1,1,170,80,13,CAH21-01-08,89,8,6,0,5,81
10000415,10000415,BSA53F,1,0,20,90,24,,95,5,5,5,0,85
10000415,10000415,BSCAGF,1,1,40,80,13,CAH06-01-03,85,5,10,0,5,75
10000415,10000415,BSCESF,1,1,10,77,13,CAH06-01-01,80,10,20,0,0,70
10000415,10000415,DFACCF,1,0,20,92,14,,95,55,5,20,0,25
10000415,10000415,DFACCP,2,1,,,,,,,,,,
10000415,10000415,DFAGRF,1,1,58,86,13,CAH06-01-03,88,49,5,11,7,27
10000415,10000415,DFAGRF,2,1,,,,,,,,,,
10000415,10000415,DFAMXF,1,0,15,73,14,,90,25,5,15,5,50
10000415,10000415,DFAMXF,2,1,,,,,,,,,,
10000415,10000415,DFAUFF,1,1,82,83,12,CAH06-01,90,47,5,13,5,30
10000415,10000415,DFAUFF,2,1,,,,,,,,,,
10000415,10000415,DFCFBF,1,0,20,76,13,CAH06-01-01,95,45,5,15,0,35
10000415,10000415,DFCFBP,2,1,,,,,,,,,,
10000415,10000415,DFEAMF,1,0,58,86,13,CAH06-01-03,88,49,5,11,7,27
10000415,10000415,DFEARF,1,1,20,76,13,CAH06-01-01,95,45,5,15,0,35
10000415,10000415,DFEEMF,1,1,20,76,13,CAH06-01-01,95,45,5,15,0,35
10000415,10000415,DFESCF,1,0,10,80,24,,100,40,0,15,0,40
10000415,10000415,DFESCP,2,1,,,,,,,,,,
10000415,10000415,DFSSCF,1,1,,,,,,,,,,
10000415,10000415,DFVNXF,1,0,20,100,14,,100,20,0,10,0,65
10000473,10000473,HANI1L5FDAM,1,1,30,80,23,CAH21-01-03,95,45,0,20,5,35
10000473,10000473,HBUS1L5FDAY,1,1,,,,,,,,,,
10000473,10000473,HCOM1L5FDAY,1,1,,,,,,,,,,
10000473,10000473,HMUT1L5FDAM,1,1,,,,,,,,,,
10000473,10000473,PEDTRL5DPAY,2,1,15,62,12,CAH22-01,100,10,0,55,0,40
10000473,10000473,PHUMAL5DPAY,2,1,,,,,,,,,,
10000533,10000533,2B108720W11,1,1,20,73,13,CAH15-04-02,90,40,5,25,5,25
10000533,10000533,2D205520W11,1,1,,,,,,,,,,
10000533,10000533,2D320520S11,1,1,,,,,,,,,,
10000536,10000536,2A4F,1,0,15,100,24,,90,45,0,10,10,40
10000536,10000536,3R11,1,1,10,86,13,CAH21-01-05,85,0,10,35,10,50
10000536,10000536,8L41,1,0,15,93,23,CAH17-01-06,95,20,5,5,0,65
10000536,10000536,ARTF,1,1,10,86,12,CAH21-01,85,0,10,35,10,50
10000536,10000536,C6K9,1,1,20,82,23,CAH03-02-01,95,45,5,40,0,10
10000536,10000536,C6K9PT,2,1,,,,,,,,,,
10000536,10000536,CL64,1,1,20,82,23,CAH03-02-01,95,45,5,40,0,10
10000536,10000536,CL64PT,2,1,,,,,,,,,,
10000536,10000536,DN32,1,1,,,,,,,,,,
10000536,10000536,I620,1,1,,,,,,,,,,
10000536,10000536,L5T8,1,1,,,,,,,,,,
10000536,10000536,N100,1,1,15,93,22,CAH17-01,95,20,5,5,0,65
10000536,10000536,SCFS,1,1,10,100,11,CAH15,100,60,0,20,0,20
10000536,10000536,SLAN,1,1,,,,,,,,,,
10000536,10000536,SUEY,1,1,,,,,,,,,,
10000571,10000571,BA-ACT,1,0,50,90,14,,90,0,5,5,5,85
10000571,10000571,BA-ACT-SW,1,1,105,78,13,CAH21-01-06,85,8,8,5,7,73
10000571,10000571,BA-BM,1,0,55,79,14,,91,11,4,2,5,79
10000571,10000571,BA-BM-SW,1,0,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMACC,1,0,115,80,12,CAH17-01,92,10,5,4,3,78
10000571,10000571,BA-BMACC-SW,1,1,115,80,12,CAH17-01,92,10,5,4,3,78
10000571,10000571,BA-BMENP,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMENP-SW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMF,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMF-SW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMFAE,1,0,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMFAE-SW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMHRM,1,0,10,90,24,,100,20,0,0,0,80
10000571,10000571,BA-BMHRM-SW,1,1,10,90,23,CAH17-01-05,100,20,0,0,0,80
10000571,10000571,BA-BMINT,1,0,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMINT-SW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMLAW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMLAW-SW,1,1,80,79,13,CAH17-01-02,94,10,2,4,4,80
10000571,10000571,BA-BMM,1,0,30,85,14,,85,10,15,5,0,70
10000571,10000571,BA-BMM-SW,1,1,30,85,13,CAH17-01-03,85,10,15,5,0,70
10000571,10000571,BA-BMTM,1,0,115,80,12,CAH17-01,92,10,5,4,3,78
10000571,10000571,BA-BMTM-SW,1,1,115,80,12,CAH17-01,92,10,5,4,3,78
10000571,10000571,BA-BSSOPO,1,1,30,75,13,CAH15-01-02,75,0,15,10,10,65
10000571,10000571,BA-BSSOPO,1,1,30,75,11,CAH15,75,0,15,10,10,65
10000571,10000571,BA-BSSOPO-SW,1,1,30,75,11,CAH15,75,0,15,10,10,65
10000571,10000571,BA-BSSOPO-SW,1,1,30,75,13,CAH15-01-02,75,0,15,10,10,65
10000571,10000571,BA-CACWADRA,1,1,70,71,13,CAH19-01-05,95,15,2,10,3,71
10000571,10000571,BA-CACWADRA,1,1,105,78,13,CAH21-01-06,85,8,8,5,7,73
10000571,10000571,BA-CACWADRA-SW,1,1,70,71,13,CAH19-01-05,95,15,2,10,3,71
10000571,10000571,BA-CACWADRA-SW,1,1,105,78,13,CAH21-01-06,85,8,8,5,7,73
10000571,10000571,BA-CADANADRA,1,1,20,75,13,CAH21-01-07,100,10,0,0,0,85
10000571,10000571,BA-CADANADRA,1,1,105,78,13,CAH21-01-06,85,8,8,5,7,73
10000571,10000571,BA-CADANADRA-SW,1,1,410,73,12,CAH21-01,93,9,3,3,4,81
